ocid,id,tag,buyer,title,buyer/identifier/legalName,planning/budget/amount/amount,tender/procuringEntity,tender/title,tender/description,tender/procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/milestones/status,tender/title,tender/description,tendervalueamount,procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/procuringEntity,tender/procuringEntity/additionalIdentifiers/legalName,tender/procuringEntity/name,awards/title,awards/description,awards/date,awards/value/amount,awards/suppliers,awards/contractPeriod/startDate,awards/contractPeriod/endDate,awards/suppliers/identifier/legalName,awards/suppliers/additionalIdentifiers/legalName,contractor,awards/amendment/date,contracts/title,contracts/description,contracts/period/startDate,contracts/period/endDate,contractscomp,contractsimp,category
ocds-gyl66f-lbrbda-8m4esl,ocds-gyl66f-lbrbda-8m4esl,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District","Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.4,"Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District","Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District",54093275,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District","Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District",31/10/2014,54093275,Wanfa Trading Ltd,"November, 2014","May, 2015",Wanfa Trading Ltd,Wanfa Trading Ltd,Wanfa Trading Ltd,NIL,"Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District","Lot47/ws/14 - provision of 5nos solar powered boreholes in Buruku LGA, Benue North West Senatorial District","November, 2014","May, 2015",0,ON-GOING,consulting
ocds-gyl66f-lbrbda-4mxhoa,ocds-gyl66f-lbrbda-4mxhoa,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.4,"Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","54,166,741. 88",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District",31/10/2014,"54,166,741. 88","Ochijele Nig. Ltd, No 54, Benue Crescent, Makurdi","November, 2014","May, 2015","Ochijele Nig. Ltd, No 54, Benue Crescent, Makurdi","Ochijele Nig. Ltd, No 54, Benue Crescent, Makurdi","Ochijele Nig. Ltd, No 54, Benue Crescent, Makurdi",NIL,"Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","Lot 48/ws/14 - Provision of 5 Nos Solar Powered Boreholes in Gwer-West LGA, Benue North-West Senatorial District","November, 2014","May, 2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-2l7hth,ocds-gyl66f-lbrbda-2l7hth,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,0,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District","Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.2,"Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District","Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District",544271175,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District","Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District",31/10/2014,544271175,"Krais Civil Engineering Ltd, No. E 007, Kari road Housing Estate, Maiduguri Road, Bauchi","November, 2014","May, 2015","Krais Civil Engineering Ltd, No. E 007, Kari road Housing Estate, Maiduguri Road, Bauchi","Krais Civil Engineering Ltd, No. E 007, Kari road Housing Estate, Maiduguri Road, Bauchi","Krais Civil Engineering Ltd, No. E 007, Kari road Housing Estate, Maiduguri Road, Bauchi",NIL,"Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District","Lot 49/ws/14 -  provision of 5 nos solar powered boreholes in Tarka LGA, Benue North-West Senatorial District","November, 2014","May, 2015",0,ON-GOING,goods
ocds-gyl66f-lbrbda-ywzept,ocds-gyl66f-lbrbda-ywzept,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,30000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.8,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",29635173,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",31/10/2014,29635173,"Energy Konnect Nig Ltd. No. 22, Kofoworola crescent, Ikeja, Lagos","November, 2014","May, 2015","Energy Konnect Nig Ltd. No. 22, Kofoworola crescent, Ikeja, Lagos","Energy Konnect Nig Ltd. No. 22, Kofoworola crescent, Ikeja, Lagos","Energy Konnect Nig Ltd. No. 22, Kofoworola crescent, Ikeja, Lagos",NIL,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","November, 2014","May, 2015",0,ON-GOING,works
ocds-gyl66f-lbrbda-7y5eit,ocds-gyl66f-lbrbda-7y5eit,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,30000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project","Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project","Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project",33167377.43,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project","Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project",31/10/2014,33167377.43,"Beniga Synergy Resources Ltd, 24 konshisha Street, High Level Makurdi ",0,00/01/1900,"Beniga Synergy Resources Ltd, 24 konshisha Street, High Level Makurdi ","Beniga Synergy Resources Ltd, 24 konshisha Street, High Level Makurdi ","Beniga Synergy Resources Ltd, 24 konshisha Street, High Level Makurdi ",NIL,"Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project","Lot57/ws/14 - Construction of Flood Control Dyke, Phase III at DEP Irrigation project",0,00/01/1900,0,ON-GOING,consulting
ocds-gyl66f-lbrbda-845tse,ocds-gyl66f-lbrbda-845tse,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,45250000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",54424671,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",31/10/2014,54424671,"Elah Services Ltd, Plot 1247, Aminu Kano Crescent, wuse II, Abuja",42095,"June,2015","Elah Services Ltd, Plot 1247, Aminu Kano Crescent, wuse II, Abuja","Elah Services Ltd, Plot 1247, Aminu Kano Crescent, wuse II, Abuja","Elah Services Ltd, Plot 1247, Aminu Kano Crescent, wuse II, Abuja",NIL,"Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State","Lot56/ws/14- provision of water reticulation in GRA/Adesoye College Area, Offa, Offa Lga, kwara State",42095,"June,2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-4k3ese,ocds-gyl66f-lbrbda-4k3ese,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,15140200,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.2,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,15074115,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,31/10/2014,15074115,"Almaj Concept International Ltd, No. 53 Oba Overanwen street Gwarimpa Abuja","November, 2014","May, 2015","Almaj Concept International Ltd, No. 53 Oba Overanwen street Gwarimpa Abuja","Almaj Concept International Ltd, No. 53 Oba Overanwen street Gwarimpa Abuja","Almaj Concept International Ltd, No. 53 Oba Overanwen street Gwarimpa Abuja",NIL,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,Lot59/ws/14 - construction  of small earth dam in Agbashi (Drilling og Motorized Borehole) Nasarawa State,"November, 2014","May, 2015",0,ON-GOING,goods
ocds-gyl66f-lbrbda-zw2iie,ocds-gyl66f-lbrbda-zw2iie,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,14150000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.05,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,14129115,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,31/10/2014,14129115,"Chamberlin Dickama Nig. Ltd No. 9 Railway bye-pass, High-Level Makurdi","November, 2014","May, 2015","Chamberlin Dickama Nig. Ltd No. 9 Railway bye-pass, High-Level Makurdi","Chamberlin Dickama Nig. Ltd No. 9 Railway bye-pass, High-Level Makurdi","Chamberlin Dickama Nig. Ltd No. 9 Railway bye-pass, High-Level Makurdi",NIL,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,Lot 60/ws/14 -  Construction of  small Earth Dam in Azara (Drilling of Motorized Borehole) Nasarawa State,"November, 2014","May, 2015",0,ON-GOING,works
ocds-gyl66f-lbrbda-333ngs,ocds-gyl66f-lbrbda-333ngs,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,15179115,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.6, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State,15179115,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State,31/10/2014,15179115,Jankasa Resources Nig. Ltd.,"November, 2014","May, 2015",Jankasa Resources Nig. Ltd.,Jankasa Resources Nig. Ltd.,Jankasa Resources Nig. Ltd.,NIL, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State, lot61/ws/14 - Construction of  small Earth Dam in Assakio (Drilling of Motorized Borehole) Nasarawa State,"November, 2014","May, 2015",0,ON-GOING,consulting
ocds-gyl66f-lbrbda-taxsgn,ocds-gyl66f-lbrbda-taxsgn,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,13150000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0.2,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,13079115,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,31/10/2014,13079115,"Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","November, 2014","May, 2015","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State","Chenkibou Nig Ltd, 19 Balewa Crescent High/level. Makurdi, Benue State",NIL,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,lot62/ws/14 -  Construction of  small Earth Dam in Keana (Drilling of Motorized Borehole) Nasarawa State,"November, 2014","May, 2015",0,ON-GOING,nonconsulting
ocds-gyl66f-lbrbda-za9ieg,ocds-gyl66f-lbrbda-za9ieg,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).",LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,25000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).","Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).",NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,"Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).","Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).",23097375,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,"Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).","Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).",31/10/2014,23097375,"Aim Frontline Ltd. no. 5, 5th Avenue, Bida Street, Wadata, Makurdi ",0,00/01/1900,"Aim Frontline Ltd. no. 5, 5th Avenue, Bida Street, Wadata, Makurdi ","Aim Frontline Ltd. no. 5, 5th Avenue, Bida Street, Wadata, Makurdi ","Aim Frontline Ltd. no. 5, 5th Avenue, Bida Street, Wadata, Makurdi ",NIL,"Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).","Lot63/ws/14 Construction of Ganawuri Earth Dam Riyom LGA, Plateau State (Supply of outlet steel pipes).",0,00/01/1900,0,ON-GOING,goods
ocds-gyl66f-lbrbda-lm9ebe,ocds-gyl66f-lbrbda-lm9ebe,contract,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,20000000,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,0,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,20212500,NCB,The Guardian 6-8-14 and Fed. Tenders Journal: Mon.11-Sun 24-8-14.,16/09/2014,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,LOWER BENUE RIVER BASIN DEVELOPMENT AUTHORITY,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,31/10/2014,20212500,"Am' Synergy Nig. Ltd. Plot 770, Behind Wuye Market, wuye District Abuja",17/12/2014,00/01/1900,"Am' Synergy Nig. Ltd. Plot 770, Behind Wuye Market, wuye District Abuja","Am' Synergy Nig. Ltd. Plot 770, Behind Wuye Market, wuye District Abuja","Am' Synergy Nig. Ltd. Plot 770, Behind Wuye Market, wuye District Abuja",NIL,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,Lot64/ws/14 - Expansion of irrigation delivery capacity for Naka project,17/12/2014,00/01/1900,0,ON-GOING,works
